Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Year	Year Code	Mother's Weight Gain Recode	Mother's Weight Gain Recode Code	Births
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2016	2016	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2016	2016	11 to 20 pounds	2	17
	"Chautauqua County, NY"	36013	White	2106-3	2016	2016	21 to 30 pounds	3	16
	"Chautauqua County, NY"	36013	White	2106-3	2016	2016	31 to 40 pounds	4	10
	"Chautauqua County, NY"	36013	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2017	2017	Less than 11 pounds	1	11
	"Chautauqua County, NY"	36013	White	2106-3	2017	2017	11 to 20 pounds	2	13
	"Chautauqua County, NY"	36013	White	2106-3	2017	2017	21 to 30 pounds	3	12
	"Chautauqua County, NY"	36013	White	2106-3	2017	2017	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2018	2018	Less than 11 pounds	1	10
	"Chautauqua County, NY"	36013	White	2106-3	2018	2018	11 to 20 pounds	2	20
	"Chautauqua County, NY"	36013	White	2106-3	2018	2018	21 to 30 pounds	3	20
	"Chautauqua County, NY"	36013	White	2106-3	2018	2018	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2019	2019	Less than 11 pounds	1	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2019	2019	11 to 20 pounds	2	25
	"Chautauqua County, NY"	36013	White	2106-3	2019	2019	21 to 30 pounds	3	18
	"Chautauqua County, NY"	36013	White	2106-3	2019	2019	31 to 40 pounds	4	14
	"Chautauqua County, NY"	36013	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2020	2020	Less than 11 pounds	1	14
	"Chautauqua County, NY"	36013	White	2106-3	2020	2020	11 to 20 pounds	2	18
	"Chautauqua County, NY"	36013	White	2106-3	2020	2020	21 to 30 pounds	3	15
	"Chautauqua County, NY"	36013	White	2106-3	2020	2020	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2021	2021	Less than 11 pounds	1	14
	"Chautauqua County, NY"	36013	White	2106-3	2021	2021	11 to 20 pounds	2	18
	"Chautauqua County, NY"	36013	White	2106-3	2021	2021	21 to 30 pounds	3	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2021	2021	31 to 40 pounds	4	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2017	2017	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2018	2018	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2019	2019	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2019	2019	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2021	2021	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2021	2021	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	13
	"Dutchess County, NY"	36027	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	12
	"Dutchess County, NY"	36027	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	12
	"Dutchess County, NY"	36027	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	13
	"Dutchess County, NY"	36027	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	14
	"Dutchess County, NY"	36027	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	19
	"Dutchess County, NY"	36027	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	10
	"Dutchess County, NY"	36027	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	20
	"Dutchess County, NY"	36027	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2016	2016	Less than 11 pounds	1	16
	"Dutchess County, NY"	36027	White	2106-3	2016	2016	11 to 20 pounds	2	25
	"Dutchess County, NY"	36027	White	2106-3	2016	2016	21 to 30 pounds	3	24
	"Dutchess County, NY"	36027	White	2106-3	2016	2016	31 to 40 pounds	4	12
	"Dutchess County, NY"	36027	White	2106-3	2016	2016	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2017	2017	Less than 11 pounds	1	30
	"Dutchess County, NY"	36027	White	2106-3	2017	2017	11 to 20 pounds	2	26
	"Dutchess County, NY"	36027	White	2106-3	2017	2017	21 to 30 pounds	3	27
	"Dutchess County, NY"	36027	White	2106-3	2017	2017	31 to 40 pounds	4	12
	"Dutchess County, NY"	36027	White	2106-3	2017	2017	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2018	2018	Less than 11 pounds	1	15
	"Dutchess County, NY"	36027	White	2106-3	2018	2018	11 to 20 pounds	2	22
	"Dutchess County, NY"	36027	White	2106-3	2018	2018	21 to 30 pounds	3	18
	"Dutchess County, NY"	36027	White	2106-3	2018	2018	31 to 40 pounds	4	11
	"Dutchess County, NY"	36027	White	2106-3	2018	2018	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2019	2019	Less than 11 pounds	1	15
	"Dutchess County, NY"	36027	White	2106-3	2019	2019	11 to 20 pounds	2	32
	"Dutchess County, NY"	36027	White	2106-3	2019	2019	21 to 30 pounds	3	22
	"Dutchess County, NY"	36027	White	2106-3	2019	2019	31 to 40 pounds	4	13
	"Dutchess County, NY"	36027	White	2106-3	2019	2019	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2020	2020	Less than 11 pounds	1	27
	"Dutchess County, NY"	36027	White	2106-3	2020	2020	11 to 20 pounds	2	27
	"Dutchess County, NY"	36027	White	2106-3	2020	2020	21 to 30 pounds	3	25
	"Dutchess County, NY"	36027	White	2106-3	2020	2020	31 to 40 pounds	4	13
	"Dutchess County, NY"	36027	White	2106-3	2020	2020	41 to 98 pounds	5	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	2021	2021	Less than 11 pounds	1	16
	"Dutchess County, NY"	36027	White	2106-3	2021	2021	11 to 20 pounds	2	37
	"Dutchess County, NY"	36027	White	2106-3	2021	2021	21 to 30 pounds	3	20
	"Dutchess County, NY"	36027	White	2106-3	2021	2021	31 to 40 pounds	4	16
	"Dutchess County, NY"	36027	White	2106-3	2021	2021	41 to 98 pounds	5	11
	"Erie County, NY"	36029	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2016	2016	11 to 20 pounds	2	10
	"Erie County, NY"	36029	Asian	A	2016	2016	21 to 30 pounds	3	11
	"Erie County, NY"	36029	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2016	2016	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Asian	A	2017	2017	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2017	2017	11 to 20 pounds	2	15
	"Erie County, NY"	36029	Asian	A	2017	2017	21 to 30 pounds	3	Suppressed
	"Erie County, NY"	36029	Asian	A	2017	2017	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2017	2017	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Asian	A	2018	2018	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2018	2018	11 to 20 pounds	2	15
	"Erie County, NY"	36029	Asian	A	2018	2018	21 to 30 pounds	3	Suppressed
	"Erie County, NY"	36029	Asian	A	2018	2018	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2018	2018	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Asian	A	2019	2019	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2019	2019	11 to 20 pounds	2	17
	"Erie County, NY"	36029	Asian	A	2019	2019	21 to 30 pounds	3	10
	"Erie County, NY"	36029	Asian	A	2019	2019	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2019	2019	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Asian	A	2020	2020	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2020	2020	11 to 20 pounds	2	Suppressed
	"Erie County, NY"	36029	Asian	A	2020	2020	21 to 30 pounds	3	Suppressed
	"Erie County, NY"	36029	Asian	A	2020	2020	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2020	2020	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Asian	A	2021	2021	Less than 11 pounds	1	Suppressed
	"Erie County, NY"	36029	Asian	A	2021	2021	11 to 20 pounds	2	16
	"Erie County, NY"	36029	Asian	A	2021	2021	21 to 30 pounds	3	14
	"Erie County, NY"	36029	Asian	A	2021	2021	31 to 40 pounds	4	Suppressed
	"Erie County, NY"	36029	Asian	A	2021	2021	41 to 98 pounds	5	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	2016	2016	Less than 11 pounds	1	48
	"Erie County, NY"	36029	Black or African American	2054-5	2016	2016	11 to 20 pounds	2	51
	"Erie County, NY"	36029	Black or African American	2054-5	2016	2016	21 to 30 pounds	3	45
	"Erie County, NY"	36029	Black or African American	2054-5	2016	2016	31 to 40 pounds	4	22
	"Erie County, NY"	36029	Black or African American	2054-5	2016	2016	41 to 98 pounds	5	14
	"Erie County, NY"	36029	Black or African American	2054-5	2017	2017	Less than 11 pounds	1	38
	"Erie County, NY"	36029	Black or African American	2054-5	2017	2017	11 to 20 pounds	2	59
	"Erie County, NY"	36029	Black or African American	2054-5	2017	2017	21 to 30 pounds	3	50
	"Erie County, NY"	36029	Black or African American	2054-5	2017	2017	31 to 40 pounds	4	23
	"Erie County, NY"	36029	Black or African American	2054-5	2017	2017	41 to 98 pounds	5	16
	"Erie County, NY"	36029	Black or African American	2054-5	2018	2018	Less than 11 pounds	1	37
	"Erie County, NY"	36029	Black or African American	2054-5	2018	2018	11 to 20 pounds	2	45
	"Erie County, NY"	36029	Black or African American	2054-5	2018	2018	21 to 30 pounds	3	39
	"Erie County, NY"	36029	Black or African American	2054-5	2018	2018	31 to 40 pounds	4	27
	"Erie County, NY"	36029	Black or African American	2054-5	2018	2018	41 to 98 pounds	5	18
	"Erie County, NY"	36029	Black or African American	2054-5	2019	2019	Less than 11 pounds	1	38
	"Erie County, NY"	36029	Black or African American	2054-5	2019	2019	11 to 20 pounds	2	60
	"Erie County, NY"	36029	Black or African American	2054-5	2019	2019	21 to 30 pounds	3	37
	"Erie County, NY"	36029	Black or African American	2054-5	2019	2019	31 to 40 pounds	4	27
	"Erie County, NY"	36029	Black or African American	2054-5	2019	2019	41 to 98 pounds	5	15
	"Erie County, NY"	36029	Black or African American	2054-5	2020	2020	Less than 11 pounds	1	51
	"Erie County, NY"	36029	Black or African American	2054-5	2020	2020	11 to 20 pounds	2	46
	"Erie County, NY"	36029	Black or African American	2054-5	2020	2020	21 to 30 pounds	3	47
	"Erie County, NY"	36029	Black or African American	2054-5	2020	2020	31 to 40 pounds	4	21
	"Erie County, NY"	36029	Black or African American	2054-5	2020	2020	41 to 98 pounds	5	19
	"Erie County, NY"	36029	Black or African American	2054-5	2021	2021	Less than 11 pounds	1	34
	"Erie County, NY"	36029	Black or African American	2054-5	2021	2021	11 to 20 pounds	2	57
	"Erie County, NY"	36029	Black or African American	2054-5	2021	2021	21 to 30 pounds	3	40
	"Erie County, NY"	36029	Black or African American	2054-5	2021	2021	31 to 40 pounds	4	33
	"Erie County, NY"	36029	Black or African American	2054-5	2021	2021	41 to 98 pounds	5	14
	"Erie County, NY"	36029	White	2106-3	2016	2016	Less than 11 pounds	1	63
	"Erie County, NY"	36029	White	2106-3	2016	2016	11 to 20 pounds	2	84
	"Erie County, NY"	36029	White	2106-3	2016	2016	21 to 30 pounds	3	88
	"Erie County, NY"	36029	White	2106-3	2016	2016	31 to 40 pounds	4	40
	"Erie County, NY"	36029	White	2106-3	2016	2016	41 to 98 pounds	5	25
	"Erie County, NY"	36029	White	2106-3	2017	2017	Less than 11 pounds	1	45
	"Erie County, NY"	36029	White	2106-3	2017	2017	11 to 20 pounds	2	87
	"Erie County, NY"	36029	White	2106-3	2017	2017	21 to 30 pounds	3	90
	"Erie County, NY"	36029	White	2106-3	2017	2017	31 to 40 pounds	4	43
	"Erie County, NY"	36029	White	2106-3	2017	2017	41 to 98 pounds	5	25
	"Erie County, NY"	36029	White	2106-3	2018	2018	Less than 11 pounds	1	59
	"Erie County, NY"	36029	White	2106-3	2018	2018	11 to 20 pounds	2	88
	"Erie County, NY"	36029	White	2106-3	2018	2018	21 to 30 pounds	3	77
	"Erie County, NY"	36029	White	2106-3	2018	2018	31 to 40 pounds	4	41
	"Erie County, NY"	36029	White	2106-3	2018	2018	41 to 98 pounds	5	26
	"Erie County, NY"	36029	White	2106-3	2019	2019	Less than 11 pounds	1	54
	"Erie County, NY"	36029	White	2106-3	2019	2019	11 to 20 pounds	2	72
	"Erie County, NY"	36029	White	2106-3	2019	2019	21 to 30 pounds	3	91
	"Erie County, NY"	36029	White	2106-3	2019	2019	31 to 40 pounds	4	39
	"Erie County, NY"	36029	White	2106-3	2019	2019	41 to 98 pounds	5	16
	"Erie County, NY"	36029	White	2106-3	2020	2020	Less than 11 pounds	1	73
	"Erie County, NY"	36029	White	2106-3	2020	2020	11 to 20 pounds	2	68
	"Erie County, NY"	36029	White	2106-3	2020	2020	21 to 30 pounds	3	83
	"Erie County, NY"	36029	White	2106-3	2020	2020	31 to 40 pounds	4	39
	"Erie County, NY"	36029	White	2106-3	2020	2020	41 to 98 pounds	5	28
	"Erie County, NY"	36029	White	2106-3	2021	2021	Less than 11 pounds	1	60
	"Erie County, NY"	36029	White	2106-3	2021	2021	11 to 20 pounds	2	101
	"Erie County, NY"	36029	White	2106-3	2021	2021	21 to 30 pounds	3	98
	"Erie County, NY"	36029	White	2106-3	2021	2021	31 to 40 pounds	4	48
	"Erie County, NY"	36029	White	2106-3	2021	2021	41 to 98 pounds	5	Suppressed
	"Jefferson County, NY"	36045	Asian	A	2016	2016	Less than 11 pounds	1	Suppressed
	"Jefferson County, NY"	36045	Asian	A	2016	2016	11 to 20 pounds	2	Suppressed
	"Jefferson County, NY"	36045	Asian	A	2016	2016	21 to 30 pounds	3	Suppressed
	"Jefferson County, NY"	36045	Asian	A	2016	2016	31 to 40 pounds	4	Suppressed
