Year,Table,County,Mother's Race,Number of Live Births
2018,9,Clinton,White Only Non-Hisp,670
2018,9,Clinton,Black Only Non-Hisp,11
2018,9,Clinton,Other Non-Hisp,22
2018,9,Clinton,White Only Hispanic,10
2018,9,Clinton,Black Only Hispanic,1
2018,9,Clinton,Total Non-Hispanic,703
2018,9,Clinton,Total Hispanic,16
2018,9,Columbia,Total,471
2018,9,Columbia,White Only Non-Hisp,364
2018,9,Columbia,Black Only Non-Hisp,15
2018,9,Columbia,Other Non-Hisp,32
2018,9,Columbia,White Only Hispanic,25
2018,9,Columbia,Black Only Hispanic,3
2018,9,Columbia,Total Non-Hispanic,422
2018,9,Columbia,Total Hispanic,49
2018,9,Cortland,Total,457
2018,9,Cortland,White Only Non-Hisp,416
2018,9,Cortland,Black Only Non-Hisp,8
2018,9,Cortland,Other Non-Hisp,12
2018,9,Cortland,White Only Hispanic,7
2018,9,Cortland,Black Only Hispanic,2
2018,9,Cortland,Total Non-Hispanic,436
2018,9,Cortland,Total Hispanic,21
2018,9,Delaware,Total,396
2018,9,Delaware,White Only Non-Hisp,356
2018,9,Delaware,Black Only Non-Hisp,9
2018,9,Delaware,Other Non-Hisp,14
2018,9,Delaware,White Only Hispanic,10
2018,9,Delaware,Black Only Hispanic,3
2018,9,Delaware,Total Non-Hispanic,379
2018,9,Delaware,Total Hispanic,17
2018,9,Dutchess,Total,2542
2018,9,Dutchess,White Only Non-Hisp,1529
2018,9,Dutchess,Black Only Non-Hisp,302
2018,9,Dutchess,Other Non-Hisp,177
2018,9,Dutchess,White Only Hispanic,246
2018,9,Dutchess,Black Only Hispanic,52
2018,9,Dutchess,Total Non-Hispanic,2008
2018,9,Dutchess,Total Hispanic,534
2018,9,Erie,Total,9794
2018,9,Erie,White Only Non-Hisp,5989
2018,9,Erie,Black Only Non-Hisp,1869
2018,9,Erie,Other Non-Hisp,1133
2018,9,Erie,White Only Hispanic,288
2018,9,Erie,Black Only Hispanic,73
2018,9,Erie,Total Non-Hispanic,8991
2018,9,Erie,Total Hispanic,803
2018,9,Essex/Hamilton,Total,326
2018,9,Essex/Hamilton,White Only Non-Hisp,305
2018,9,Essex/Hamilton,Black Only Non-Hisp,4
2018,9,Essex/Hamilton,Other Non-Hisp,7
2018,9,Essex/Hamilton,White Only Hispanic,3
2018,9,Essex/Hamilton,Black Only Hispanic,1
2018,9,Essex/Hamilton,Total Non-Hispanic,316
2018,9,Essex/Hamilton,Total Hispanic,10
2018,9,Franklin,Total,467
2018,9,Franklin,White Only Non-Hisp,392
2018,9,Franklin,Black Only Non-Hisp,1
2018,9,Franklin,Other Non-Hisp,57
2018,9,Franklin,White Only Hispanic,10
2018,9,Franklin,Black Only Hispanic,0
2018,9,Franklin,Total Non-Hispanic,450
2018,9,Franklin,Total Hispanic,17
2018,9,Fulton,Total,519
2018,9,Fulton,White Only Non-Hisp,466
2018,9,Fulton,Black Only Non-Hisp,7
2018,9,Fulton,Other Non-Hisp,19
2018,9,Fulton,White Only Hispanic,10
2018,9,Fulton,Black Only Hispanic,0
2018,9,Fulton,Total Non-Hispanic,494
2018,9,Fulton,Total Hispanic,25
2018,9,Genesee,Total,577
2018,9,Genesee,White Only Non-Hisp,514
2018,9,Genesee,Black Only Non-Hisp,11
2018,9,Genesee,Other Non-Hisp,33
2018,9,Genesee,White Only Hispanic,11
2018,9,Genesee,Black Only Hispanic,0
2018,9,Genesee,Total Non-Hispanic,558
2018,9,Genesee,Total Hispanic,19
2018,9,Greene,Total,436
2018,9,Greene,White Only Non-Hisp,373
2018,9,Greene,Black Only Non-Hisp,16
2018,9,Greene,Other Non-Hisp,18
2018,9,Greene,White Only Hispanic,18
2018,9,Greene,Black Only Hispanic,0
2018,9,Greene,Total Non-Hispanic,407
2018,9,Greene,Total Hispanic,29
2018,9,Hamilton/Essex,Total,326
2018,9,Hamilton/Essex,White Only Non-Hisp,305
2018,9,Hamilton/Essex,Black Only Non-Hisp,4
2018,9,Hamilton/Essex,Other Non-Hisp,7
2018,9,Hamilton/Essex,White Only Hispanic,3
2018,9,Hamilton/Essex,Black Only Hispanic,1
2018,9,Hamilton/Essex,Total Non-Hispanic,316
2018,9,Hamilton/Essex,Total Hispanic,10
2018,9,Herkimer,Total,588
2018,9,Herkimer,White Only Non-Hisp,563
2018,9,Herkimer,Black Only Non-Hisp,4
2018,9,Herkimer,Other Non-Hisp,7
2018,9,Herkimer,White Only Hispanic,12
2018,9,Herkimer,Black Only Hispanic,0
2018,9,Herkimer,Total Non-Hispanic,574
2018,9,Herkimer,Total Hispanic,14
2018,9,Jefferson,Total,1860
2018,9,Jefferson,White Only Non-Hisp,1407
2018,9,Jefferson,Black Only Non-Hisp,149
2018,9,Jefferson,Other Non-Hisp,112
2018,9,Jefferson,White Only Hispanic,99
2018,9,Jefferson,Black Only Hispanic,11
2018,9,Jefferson,Total Non-Hispanic,1668
2018,9,Jefferson,Total Hispanic,192
2018,9,Lewis,Total,328
2018,9,Lewis,White Only Non-Hisp,312
2018,9,Lewis,Black Only Non-Hisp,2
2018,9,Lewis,Other Non-Hisp,9
2018,9,Lewis,White Only Hispanic,2
2018,9,Lewis,Black Only Hispanic,0
2018,9,Lewis,Total Non-Hispanic,324
2018,9,Lewis,Total Hispanic,4
2018,9,Livingston,Total,494
2018,9,Livingston,White Only Non-Hisp,452
2018,9,Livingston,Black Only Non-Hisp,6
2018,9,Livingston,Other Non-Hisp,13
2018,9,Livingston,White Only Hispanic,17
2018,9,Livingston,Black Only Hispanic,0
2018,9,Livingston,Total Non-Hispanic,471
2018,9,Livingston,Total Hispanic,23
2018,9,Madison,Total,655
2018,9,Madison,White Only Non-Hisp,604
2018,9,Madison,Black Only Non-Hisp,2
2018,9,Madison,Other Non-Hisp,16
2018,9,Madison,White Only Hispanic,12
2018,9,Madison,Black Only Hispanic,0
2018,9,Madison,Total Non-Hispanic,622
2018,9,Madison,Total Hispanic,33
2018,9,Monroe,Total,7770
2018,9,Monroe,White Only Non-Hisp,4422
2018,9,Monroe,Black Only Non-Hisp,1658
2018,9,Monroe,Other Non-Hisp,707
2018,9,Monroe,White Only Hispanic,474
2018,9,Monroe,Black Only Hispanic,82
2018,9,Monroe,Total Non-Hispanic,6787
2018,9,Monroe,Total Hispanic,983
2018,9,Montgomery,Total,609
2018,9,Montgomery,White Only Non-Hisp,456
2018,9,Montgomery,Black Only Non-Hisp,12
2018,9,Montgomery,Other Non-Hisp,16
2018,9,Montgomery,White Only Hispanic,34
2018,9,Montgomery,Black Only Hispanic,3
2018,9,Montgomery,Total Non-Hispanic,484
2018,9,Montgomery,Total Hispanic,125
2018,9,Nassau,Total,14173
2018,9,Nassau,White Only Non-Hisp,6579
2018,9,Nassau,Black Only Non-Hisp,1506
2018,9,Nassau,Other Non-Hisp,2260
2018,9,Nassau,White Only Hispanic,2487
2018,9,Nassau,Black Only Hispanic,130
2018,9,Nassau,Total Non-Hispanic,10353
2018,9,Nassau,Total Hispanic,3820
2018,9,Niagara,Total,2105
2018,9,Niagara,White Only Non-Hisp,1637
2018,9,Niagara,Black Only Non-Hisp,209
2018,9,Niagara,Other Non-Hisp,150
2018,9,Niagara,White Only Hispanic,59
2018,9,Niagara,Black Only Hispanic,12
2018,9,Niagara,Total Non-Hispanic,1997
2018,9,Niagara,Total Hispanic,108
2018,9,Oneida,Total,2512
2018,9,Oneida,White Only Non-Hisp,1805
2018,9,Oneida,Black Only Non-Hisp,232
2018,9,Oneida,Other Non-Hisp,268
2018,9,Oneida,White Only Hispanic,139
2018,9,Oneida,Black Only Hispanic,21
2018,9,Oneida,Total Non-Hispanic,2305
2018,9,Oneida,Total Hispanic,207
2018,9,Onondaga,Total,5236
2018,9,Onondaga,White Only Non-Hisp,3320
2018,9,Onondaga,Black Only Non-Hisp,914
2018,9,Onondaga,Other Non-Hisp,601
2018,9,Onondaga,White Only Hispanic,148
2018,9,Onondaga,Black Only Hispanic,50
2018,9,Onondaga,Total Non-Hispanic,4836
2018,9,Onondaga,Total Hispanic,400
2018,9,Ontario,Total,977
2018,9,Ontario,White Only Non-Hisp,840
2018,9,Ontario,Black Only Non-Hisp,24
2018,9,Ontario,Other Non-Hisp,41
2018,9,Ontario,White Only Hispanic,48
2018,9,Ontario,Black Only Hispanic,10
2018,9,Ontario,Total Non-Hispanic,905
2018,9,Ontario,Total Hispanic,72
2018,9,Orange,Total,5072
2018,9,Orange,White Only Non-Hisp,3205
2018,9,Orange,Black Only Non-Hisp,406
2018,9,Orange,Other Non-Hisp,274
2018,9,Orange,White Only Hispanic,353
2018,9,Orange,Black Only Hispanic,65
2018,9,Orange,Total Non-Hispanic,3893
2018,9,Orange,Total Hispanic,1179
2018,9,Orleans,Total,348
2018,9,Orleans,White Only Non-Hisp,306
2018,9,Orleans,Black Only Non-Hisp,13
2018,9,Orleans,Other Non-Hisp,15
2018,9,Orleans,White Only Hispanic,7
2018,9,Orleans,Black Only Hispanic,1
2018,9,Orleans,Total Non-Hispanic,334
2018,9,Orleans,Total Hispanic,14
2018,9,Oswego,Total,1210
2018,9,Oswego,White Only Non-Hisp,1130
2018,9,Oswego,Black Only Non-Hisp,6
2018,9,Oswego,Other Non-Hisp,27
2018,9,Oswego,White Only Hispanic,32
2018,9,Oswego,Black Only Hispanic,2
2018,9,Oswego,Total Non-Hispanic,1163
2018,9,Oswego,Total Hispanic,47
2018,9,Otsego,Total,501
2018,9,Otsego,White Only Non-Hisp,447
2018,9,Otsego,Black Only Non-Hisp,5
2018,9,Otsego,Other Non-Hisp,17
2018,9,Otsego,White Only Hispanic,15
2018,9,Otsego,Black Only Hispanic,0
2018,9,Otsego,Total Non-Hispanic,470
2018,9,Otsego,Total Hispanic,31
2018,9,Putnam,Total,844
2018,9,Putnam,White Only Non-Hisp,563
2018,9,Putnam,Black Only Non-Hisp,27
2018,9,Putnam,Other Non-Hisp,39
2018,9,Putnam,White Only Hispanic,90
2018,9,Putnam,Black Only Hispanic,3
2018,9,Putnam,Total Non-Hispanic,629
2018,9,Putnam,Total Hispanic,215
2018,9,Rensselaer,Total,1587
2018,9,Rensselaer,White Only Non-Hisp,1164
2018,9,Rensselaer,Black Only Non-Hisp,181
2018,9,Rensselaer,Other Non-Hisp,122
2018,9,Rensselaer,White Only Hispanic,82
2018,9,Rensselaer,Black Only Hispanic,16
2018,9,Rensselaer,Total Non-Hispanic,1469
2018,9,Rensselaer,Total Hispanic,118
2018,9,Rockland,Total,5725
2018,9,Rockland,White Only Non-Hisp,3987
2018,9,Rockland,Black Only Non-Hisp,347
2018,9,Rockland,Other Non-Hisp,290
2018,9,Rockland,White Only Hispanic,294
2018,9,Rockland,Black Only Hispanic,13
2018,9,Rockland,Total Non-Hispanic,4635
2018,9,Rockland,Total Hispanic,1090
2018,9,St Lawrence,Total,1096
2018,9,St Lawrence,White Only Non-Hisp,971
2018,9,St Lawrence,Black Only Non-Hisp,4
2018,9,St Lawrence,Other Non-Hisp,37
2018,9,St Lawrence,White Only Hispanic,32
2018,9,St Lawrence,Black Only Hispanic,1
2018,9,St Lawrence,Total Non-Hispanic,1012
2018,9,St Lawrence,Total Hispanic,84
2018,9,Saratoga,Total,2025
2018,9,Saratoga,White Only Non-Hisp,1763
2018,9,Saratoga,Black Only Non-Hisp,30
2018,9,Saratoga,Other Non-Hisp,154
2018,9,Saratoga,White Only Hispanic,42
2018,9,Saratoga,Black Only Hispanic,4
2018,9,Saratoga,Total Non-Hispanic,1949
2018,9,Saratoga,Total Hispanic,76
2018,9,Schenectady,Total,1768
2018,9,Schenectady,White Only Non-Hisp,1047
2018,9,Schenectady,Black Only Non-Hisp,266
2018,9,Schenectady,Other Non-Hisp,320
2018,9,Schenectady,White Only Hispanic,22
2018,9,Schenectady,Black Only Hispanic,14
2018,9,Schenectady,Total Non-Hispanic,1633
2018,9,Schenectady,Total Hispanic,135
2018,9,Schoharie,Total,285
2018,9,Schoharie,White Only Non-Hisp,260
2018,9,Schoharie,Black Only Non-Hisp,1
2018,9,Schoharie,Other Non-Hisp,9
2018,9,Schoharie,White Only Hispanic,8
2018,9,Schoharie,Black Only Hispanic,1
2018,9,Schoharie,Total Non-Hispanic,271
2018,9,Schoharie,Total Hispanic,14
2018,9,Schuyler,Total,176
2018,9,Schuyler,White Only Non-Hisp,167
2018,9,Schuyler,Black Only Non-Hisp,2
2018,9,Schuyler,Other Non-Hisp,3
2018,9,Schuyler,White Only Hispanic,3
2018,9,Schuyler,Black Only Hispanic,1
2018,9,Schuyler,Total Non-Hispanic,172
2018,9,Schuyler,Total Hispanic,4
2018,9,Seneca,Total,402
2018,9,Seneca,White Only Non-Hisp,369
2018,9,Seneca,Black Only Non-Hisp,8
2018,9,Seneca,Other Non-Hisp,13
2018,9,Seneca,White Only Hispanic,11
2018,9,Seneca,Black Only Hispanic,0
2018,9,Seneca,Total Non-Hispanic,391
2018,9,Seneca,Total Hispanic,11
2018,9,Steuben,Total,1038
2018,9,Steuben,White Only Non-Hisp,922
2018,9,Steuben,Black Only Non-Hisp,16
2018,9,Steuben,Other Non-Hisp,39
2018,9,Steuben,White Only Hispanic,51
2018,9,Steuben,Black Only Hispanic,1
2018,9,Steuben,Total Non-Hispanic,977
2018,9,Steuben,Total Hispanic,61
2018,9,Suffolk,Total,15241
2018,9,Suffolk,White Only Non-Hisp,7835
2018,9,Suffolk,Black Only Non-Hisp,1190
2018,9,Suffolk,Other Non-Hisp,1043
2018,9,Suffolk,White Only Hispanic,2847
2018,9,Suffolk,Black Only Hispanic,79
2018,9,Suffolk,Total Non-Hispanic,10075
2018,9,Suffolk,Total Hispanic,5166
2018,9,Sullivan,Total,853
2018,9,Sullivan,White Only Non-Hisp,591
2018,9,Sullivan,Black Only Non-Hisp,50
2018,9,Sullivan,Other Non-Hisp,40
2018,9,Sullivan,White Only Hispanic,20
2018,9,Sullivan,Black Only Hispanic,5
2018,9,Sullivan,Total Non-Hispanic,683
2018,9,Sullivan,Total Hispanic,170
2018,9,Tioga,Total,435
2018,9,Tioga,White Only Non-Hisp,410
2018,9,Tioga,Black Only Non-Hisp,4
2018,9,Tioga,Other Non-Hisp,9
2018,9,Tioga,White Only Hispanic,6
2018,9,Tioga,Black Only Hispanic,1
2018,9,Tioga,Total Non-Hispanic,423
2018,9,Tioga,Total Hispanic,12
2018,9,Tompkins,Total,728
2018,9,Tompkins,White Only Non-Hisp,553
2018,9,Tompkins,Black Only Non-Hisp,30
2018,9,Tompkins,Other Non-Hisp,99
2018,9,Tompkins,White Only Hispanic,30
2018,9,Tompkins,Black Only Hispanic,4
2018,9,Tompkins,Total Non-Hispanic,685
2018,9,Tompkins,Total Hispanic,43
2018,9,Ulster,Total,1546
2018,9,Ulster,White Only Non-Hisp,1108
2018,9,Ulster,Black Only Non-Hisp,83
2018,9,Ulster,Other Non-Hisp,89
2018,9,Ulster,White Only Hispanic,125
2018,9,Ulster,Black Only Hispanic,51
2018,9,Ulster,Total Non-Hispanic,1281
2018,9,Ulster,Total Hispanic,265
2018,9,Warren,Total,544
2018,9,Warren,White Only Non-Hisp,504
2018,9,Warren,Black Only Non-Hisp,4
2018,9,Warren,Other Non-Hisp,24
2018,9,Warren,White Only Hispanic,9
2018,9,Warren,Black Only Hispanic,0
2018,9,Warren,Total Non-Hispanic,532
2018,9,Warren,Total Hispanic,12
2018,9,Washington,Total,551
2018,9,Washington,White Only Non-Hisp,525
2018,9,Washington,Black Only Non-Hisp,1
2018,9,Washington,Other Non-Hisp,10
2018,9,Washington,White Only Hispanic,7
2018,9,Washington,Black Only Hispanic,1
2018,9,Washington,Total Non-Hispanic,537
2018,9,Washington,Total Hispanic,14
2018,9,Wayne,Total,990
2018,9,Wayne,White Only Non-Hisp,878
2018,9,Wayne,Black Only Non-Hisp,27
2018,9,Wayne,Other Non-Hisp,34
2018,9,Wayne,White Only Hispanic,33
2018,9,Wayne,Black Only Hispanic,0
2018,9,Wayne,Total Non-Hispanic,939
2018,9,Wayne,Total Hispanic,51
2018,9,Westchester,Total,10112
2018,9,Westchester,White Only Non-Hisp,4123
2018,9,Westchester,Black Only Non-Hisp,1427
2018,9,Westchester,Other Non-Hisp,997
2018,9,Westchester,White Only Hispanic,1352
2018,9,Westchester,Black Only Hispanic,128
2018,9,Westchester,Total Non-Hispanic,6554
2018,9,Westchester,Total Hispanic,3558
2018,9,Wyoming,Total,380
2018,9,Wyoming,White Only Non-Hisp,359
2018,9,Wyoming,Black Only Non-Hisp,1
2018,9,Wyoming,Other Non-Hisp,7
2018,9,Wyoming,White Only Hispanic,11
2018,9,Wyoming,Black Only Hispanic,0
2018,9,Wyoming,Total Non-Hispanic,367
2018,9,Wyoming,Total Hispanic,13
2018,9,Yates,Total,342
2018,9,Yates,White Only Non-Hisp,325
2018,9,Yates,Black Only Non-Hisp,0
2018,9,Yates,Other Non-Hisp,5
2018,9,Yates,White Only Hispanic,8
2018,9,Yates,Black Only Hispanic,0
2018,9,Yates,Total Non-Hispanic,333
2018,9,Yates,Total Hispanic,9
2019,9,New York State,Total,220536
2019,9,New York State,White Only Non-Hisp,108499
2019,9,New York State,Black Only Non-Hisp,31556
2019,9,New York State,Other Non-Hisp,29668
2019,9,New York State,White Only Hispanic,22131
2019,9,New York State,Black Only Hispanic,4061
2019,9,New York State,Total Non-Hispanic,170104
2019,9,New York State,Total Hispanic,50432
2019,9,New York City,Total,104294
2019,9,New York City,White Only Non-Hisp,35075
2019,9,New York City,Black Only Non-Hisp,19714
2019,9,New York City,Other Non-Hisp,19447
2019,9,New York City,White Only Hispanic,13156
2019,9,New York City,Black Only Hispanic,3139
2019,9,New York City,Total Non-Hispanic,74542
2019,9,New York City,Total Hispanic,29752
2019,9,Bronx,Total,18963
2019,9,Bronx,White Only Non-Hisp,1306
2019,9,Bronx,Black Only Non-Hisp,5517
2019,9,Bronx,Other Non-Hisp,1276
2019,9,Bronx,White Only Hispanic,4175
2019,9,Bronx,Black Only Hispanic,1671
2019,9,Bronx,Total Non-Hispanic,8152
2019,9,Bronx,Total Hispanic,10811
2019,9,Kings,Total,37031
2019,9,Kings,White Only Non-Hisp,17432
2019,9,Kings,Black Only Non-Hisp,7851
2019,9,Kings,Other Non-Hisp,5611
2019,9,Kings,White Only Hispanic,2577
2019,9,Kings,Black Only Hispanic,588
2019,9,Kings,Total Non-Hispanic,31017
2019,9,Kings,Total Hispanic,6014
2019,9,New York,Total,16257
2019,9,New York,White Only Non-Hisp,7800
2019,9,New York,Black Only Non-Hisp,1822
2019,9,New York,Other Non-Hisp,2737
2019,9,New York,White Only Hispanic,1981
2019,9,New York,Black Only Hispanic,439
2019,9,New York,Total Non-Hispanic,12427
2019,9,New York,Total Hispanic,3830
2019,9,Queens,Total,26850
2019,9,Queens,White Only Non-Hisp,5883
2019,9,Queens,Black Only Non-Hisp,3910
2019,9,Queens,Other Non-Hisp,9102
2019,9,Queens,White Only Hispanic,3944
2019,9,Queens,Black Only Hispanic,348
2019,9,Queens,Total Non-Hispanic,18953
2019,9,Queens,Total Hispanic,7897
2019,9,Richmond,Total,5193
2019,9,Richmond,White Only Non-Hisp,2654
2019,9,Richmond,Black Only Non-Hisp,614
2019,9,Richmond,Other Non-Hisp,721
2019,9,Richmond,White Only Hispanic,479
2019,9,Richmond,Black Only Hispanic,93
2019,9,Richmond,Total Non-Hispanic,3993
2019,9,Richmond,Total Hispanic,1200
2019,9,Rest of State,Total,116242
2019,9,Rest of State,White Only Non-Hisp,73424
2019,9,Rest of State,Black Only Non-Hisp,11842
2019,9,Rest of State,Other Non-Hisp,10221
2019,9,Rest of State,White Only Hispanic,8975
2019,9,Rest of State,Black Only Hispanic,922
2019,9,Rest of State,Total Non-Hispanic,95562
2019,9,Rest of State,Total Hispanic,20680
2019,9,Albany,Total,2979
2019,9,Albany,White Only Non-Hisp,1634
2019,9,Albany,Black Only Non-Hisp,547
2019,9,Albany,Other Non-Hisp,498
2019,9,Albany,White Only Hispanic,122
2019,9,Albany,Black Only Hispanic,65
2019,9,Albany,Total Non-Hispanic,2681
2019,9,Albany,Total Hispanic,298
2019,9,Allegany,Total,480
2019,9,Allegany,White Only Non-Hisp,434
2019,9,Allegany,Black Only Non-Hisp,0
2019,9,Allegany,Other Non-Hisp,15
2019,9,Allegany,White Only Hispanic,2
2019,9,Allegany,Black Only Hispanic,0
2019,9,Allegany,Total Non-Hispanic,449
2019,9,Allegany,Total Hispanic,31
2019,9,Broome,Total,1950
2019,9,Broome,White Only Non-Hisp,1510
2019,9,Broome,Black Only Non-Hisp,153
2019,9,Broome,Other Non-Hisp,170
2019,9,Broome,White Only Hispanic,39
2019,9,Broome,Black Only Hispanic,22
2019,9,Broome,Total Non-Hispanic,1834
2019,9,Broome,Total Hispanic,116
2019,9,Cattaraugus,Total,825
2019,9,Cattaraugus,White Only Non-Hisp,645
2019,9,Cattaraugus,Black Only Non-Hisp,8
2019,9,Cattaraugus,Other Non-Hisp,75
2019,9,Cattaraugus,White Only Hispanic,9
2019,9,Cattaraugus,Black Only Hispanic,0
2019,9,Cattaraugus,Total Non-Hispanic,728
2019,9,Cattaraugus,Total Hispanic,97
2019,9,Cayuga,Total,752
2019,9,Cayuga,White Only Non-Hisp,655
2019,9,Cayuga,Black Only Non-Hisp,24
2019,9,Cayuga,Other Non-Hisp,32
2019,9,Cayuga,White Only Hispanic,13
2019,9,Cayuga,Black Only Hispanic,2
2019,9,Cayuga,Total Non-Hispanic,711
2019,9,Cayuga,Total Hispanic,41
2019,9,Chautauqua,Total,1342
2019,9,Chautauqua,White Only Non-Hisp,1063
2019,9,Chautauqua,Black Only Non-Hisp,12
2019,9,Chautauqua,Other Non-Hisp,51
2019,9,Chautauqua,White Only Hispanic,149
2019,9,Chautauqua,Black Only Hispanic,3
2019,9,Chautauqua,Total Non-Hispanic,1126
2019,9,Chautauqua,Total Hispanic,216
2019,9,Chemung,Total,894
2019,9,Chemung,White Only Non-Hisp,745
2019,9,Chemung,Black Only Non-Hisp,57
2019,9,Chemung,Other Non-Hisp,53
2019,9,Chemung,White Only Hispanic,23
2019,9,Chemung,Black Only Hispanic,4
2019,9,Chemung,Total Non-Hispanic,855
2019,9,Chemung,Total Hispanic,39
2019,9,Chenango,Total,471
2019,9,Chenango,White Only Non-Hisp,440
2019,9,Chenango,Black Only Non-Hisp,2
2019,9,Chenango,Other Non-Hisp,10
2019,9,Chenango,White Only Hispanic,7
2019,9,Chenango,Black Only Hispanic,1
2019,9,Chenango,Total Non-Hispanic,452
2019,9,Chenango,Total Hispanic,19
2019,9,Clinton,Total,722
2019,9,Clinton,White Only Non-Hisp,681
2019,9,Clinton,Black Only Non-Hisp,4
2019,9,Clinton,Other Non-Hisp,15
2019,9,Clinton,White Only Hispanic,14
2019,9,Clinton,Black Only Hispanic,0
2019,9,Clinton,Total Non-Hispanic,702
2019,9,Clinton,Total Hispanic,20
2019,9,Columbia,Total,479
2019,9,Columbia,White Only Non-Hisp,367
2019,9,Columbia,Black Only Non-Hisp,23
2019,9,Columbia,Other Non-Hisp,34
2019,9,Columbia,White Only Hispanic,23
2019,9,Columbia,Black Only Hispanic,3
2019,9,Columbia,Total Non-Hispanic,429
2019,9,Columbia,Total Hispanic,50
2019,9,Cortland,Total,451
2019,9,Cortland,White Only Non-Hisp,389
2019,9,Cortland,Black Only Non-Hisp,9
2019,9,Cortland,Other Non-Hisp,26
2019,9,Cortland,White Only Hispanic,6
2019,9,Cortland,Black Only Hispanic,2
2019,9,Cortland,Total Non-Hispanic,424
2019,9,Cortland,Total Hispanic,27
2019,9,Delaware,Total,349
2019,9,Delaware,White Only Non-Hisp,314
2019,9,Delaware,Black Only Non-Hisp,7
2019,9,Delaware,Other Non-Hisp,12
2019,9,Delaware,White Only Hispanic,10
2019,9,Delaware,Black Only Hispanic,0
2019,9,Delaware,Total Non-Hispanic,333
2019,9,Delaware,Total Hispanic,16
2019,9,Dutchess,Total,2699
2019,9,Dutchess,White Only Non-Hisp,1628
2019,9,Dutchess,Black Only Non-Hisp,318
2019,9,Dutchess,Other Non-Hisp,221
2019,9,Dutchess,White Only Hispanic,223
2019,9,Dutchess,Black Only Hispanic,24
2019,9,Dutchess,Total Non-Hispanic,2169
2019,9,Dutchess,Total Hispanic,530
2019,9,Erie,Total,9679
2019,9,Erie,White Only Non-Hisp,5812
2019,9,Erie,Black Only Non-Hisp,1871
2019,9,Erie,Other Non-Hisp,1186
2019,9,Erie,White Only Hispanic,286
2019,9,Erie,Black Only Hispanic,68
2019,9,Erie,Total Non-Hispanic,8870
2019,9,Erie,Total Hispanic,809
2019,9,Essex/Hamilton,Total,343
2019,9,Essex/Hamilton,White Only Non-Hisp,326
2019,9,Essex/Hamilton,Black Only Non-Hisp,1
2019,9,Essex/Hamilton,Other Non-Hisp,9
2019,9,Essex/Hamilton,White Only Hispanic,4
2019,9,Essex/Hamilton,Black Only Hispanic,0
2019,9,Essex/Hamilton,Total Non-Hispanic,336
2019,9,Essex/Hamilton,Total Hispanic,7
2019,9,Franklin,Total,411
2019,9,Franklin,White Only Non-Hisp,364
2019,9,Franklin,Black Only Non-Hisp,3
2019,9,Franklin,Other Non-Hisp,33
2019,9,Franklin,White Only Hispanic,5
2019,9,Franklin,Black Only Hispanic,0
2019,9,Franklin,Total Non-Hispanic,400
2019,9,Franklin,Total Hispanic,11
2019,9,Fulton,Total,510
2019,9,Fulton,White Only Non-Hisp,475
2019,9,Fulton,Black Only Non-Hisp,6
2019,9,Fulton,Other Non-Hisp,13
2019,9,Fulton,White Only Hispanic,11
2019,9,Fulton,Black Only Hispanic,1
2019,9,Fulton,Total Non-Hispanic,494
2019,9,Fulton,Total Hispanic,16
2019,9,Genesee,Total,555
