Year,Table,County,Mother's Race,Number of Live Births
2009,9,Chemung,White Only Hispanic,15
2009,9,Chemung,Black Only Hispanic,6
2009,9,Chemung,Total Non-Hispanic,936
2009,9,Chemung,Total Hispanic,42
2009,9,Chenango,Total,524
2009,9,Chenango,White Only Non-Hisp,507
2009,9,Chenango,Black Only Non-Hisp,0
2009,9,Chenango,Other Non-Hisp,4
2009,9,Chenango,White Only Hispanic,7
2009,9,Chenango,Black Only Hispanic,0
2009,9,Chenango,Total Non-Hispanic,511
2009,9,Chenango,Total Hispanic,13
2009,9,Clinton,Total,787
2009,9,Clinton,White Only Non-Hisp,751
2009,9,Clinton,Black Only Non-Hisp,8
2009,9,Clinton,Other Non-Hisp,16
2009,9,Clinton,White Only Hispanic,4
2009,9,Clinton,Black Only Hispanic,1
2009,9,Clinton,Total Non-Hispanic,777
2009,9,Clinton,Total Hispanic,10
2009,9,Columbia,Total,565
2009,9,Columbia,White Only Non-Hisp,462
2009,9,Columbia,Black Only Non-Hisp,32
2009,9,Columbia,Other Non-Hisp,29
2009,9,Columbia,White Only Hispanic,9
2009,9,Columbia,Black Only Hispanic,0
2009,9,Columbia,Total Non-Hispanic,523
2009,9,Columbia,Total Hispanic,42
2009,9,Cortland,Total,556
2009,9,Cortland,White Only Non-Hisp,534
2009,9,Cortland,Black Only Non-Hisp,4
2009,9,Cortland,Other Non-Hisp,10
2009,9,Cortland,White Only Hispanic,4
2009,9,Cortland,Black Only Hispanic,0
2009,9,Cortland,Total Non-Hispanic,548
2009,9,Cortland,Total Hispanic,8
2009,9,Delaware,Total,458
2009,9,Delaware,White Only Non-Hisp,426
2009,9,Delaware,Black Only Non-Hisp,8
2009,9,Delaware,Other Non-Hisp,11
2009,9,Delaware,White Only Hispanic,4
2009,9,Delaware,Black Only Hispanic,4
2009,9,Delaware,Total Non-Hispanic,445
2009,9,Delaware,Total Hispanic,13
2009,9,Dutchess,Total,2917
2009,9,Dutchess,White Only Non-Hisp,1897
2009,9,Dutchess,Black Only Non-Hisp,319
2009,9,Dutchess,Other Non-Hisp,230
2009,9,Dutchess,White Only Hispanic,401
2009,9,Dutchess,Black Only Hispanic,21
2009,9,Dutchess,Total Non-Hispanic,2447
2009,9,Dutchess,Total Hispanic,470
2009,9,Erie,Total,9797
2009,9,Erie,White Only Non-Hisp,6479
2009,9,Erie,Black Only Non-Hisp,1876
2009,9,Erie,Other Non-Hisp,711
2009,9,Erie,White Only Hispanic,563
2009,9,Erie,Black Only Hispanic,55
2009,9,Erie,Total Non-Hispanic,9067
2009,9,Erie,Total Hispanic,730
2009,9,Essex/Hamilton,Total,391
2009,9,Essex/Hamilton,White Only Non-Hisp,383
2009,9,Essex/Hamilton,Black Only Non-Hisp,0
2009,9,Essex/Hamilton,Other Non-Hisp,5
2009,9,Essex/Hamilton,White Only Hispanic,2
2009,9,Essex/Hamilton,Black Only Hispanic,0
2009,9,Essex/Hamilton,Total Non-Hispanic,388
2009,9,Essex/Hamilton,Total Hispanic,3
2009,9,Franklin,Total,514
2009,9,Franklin,White Only Non-Hisp,462
2009,9,Franklin,Black Only Non-Hisp,0
2009,9,Franklin,Other Non-Hisp,45
2009,9,Franklin,White Only Hispanic,4
2009,9,Franklin,Black Only Hispanic,0
2009,9,Franklin,Total Non-Hispanic,507
2009,9,Franklin,Total Hispanic,7
2009,9,Fulton,Total,556
2009,9,Fulton,White Only Non-Hisp,530
2009,9,Fulton,Black Only Non-Hisp,4
2009,9,Fulton,Other Non-Hisp,8
2009,9,Fulton,White Only Hispanic,12
2009,9,Fulton,Black Only Hispanic,1
2009,9,Fulton,Total Non-Hispanic,542
2009,9,Fulton,Total Hispanic,14
2009,9,Genesee,Total,657
2009,9,Genesee,White Only Non-Hisp,592
2009,9,Genesee,Black Only Non-Hisp,10
2009,9,Genesee,Other Non-Hisp,31
2009,9,Genesee,White Only Hispanic,21
2009,9,Genesee,Black Only Hispanic,0
2009,9,Genesee,Total Non-Hispanic,633
2009,9,Genesee,Total Hispanic,24
2009,9,Greene,Total,442
2009,9,Greene,White Only Non-Hisp,391
2009,9,Greene,Black Only Non-Hisp,11
2009,9,Greene,Other Non-Hisp,17
2009,9,Greene,White Only Hispanic,17
2009,9,Greene,Black Only Hispanic,1
2009,9,Greene,Total Non-Hispanic,419
2009,9,Greene,Total Hispanic,23
2009,9,Hamilton/Essex,Total,391
2009,9,Hamilton/Essex,White Only Non-Hisp,383
2009,9,Hamilton/Essex,Black Only Non-Hisp,0
2009,9,Hamilton/Essex,Other Non-Hisp,5
2009,9,Hamilton/Essex,White Only Hispanic,2
2009,9,Hamilton/Essex,Black Only Hispanic,0
2009,9,Hamilton/Essex,Total Non-Hispanic,388
2009,9,Hamilton/Essex,Total Hispanic,3
2009,9,Herkimer,Total,671
2009,9,Herkimer,White Only Non-Hisp,632
2009,9,Herkimer,Black Only Non-Hisp,8
2009,9,Herkimer,Other Non-Hisp,11
2009,9,Herkimer,White Only Hispanic,18
2009,9,Herkimer,Black Only Hispanic,1
2009,9,Herkimer,Total Non-Hispanic,651
2009,9,Herkimer,Total Hispanic,20
2009,9,Jefferson,Total,1995
2009,9,Jefferson,White Only Non-Hisp,1647
2009,9,Jefferson,Black Only Non-Hisp,116
2009,9,Jefferson,Other Non-Hisp,90
2009,9,Jefferson,White Only Hispanic,71
2009,9,Jefferson,Black Only Hispanic,3
2009,9,Jefferson,Total Non-Hispanic,1854
2009,9,Jefferson,Total Hispanic,141
2009,9,Lewis,Total,351
2009,9,Lewis,White Only Non-Hisp,327
2009,9,Lewis,Black Only Non-Hisp,1
2009,9,Lewis,Other Non-Hisp,5
2009,9,Lewis,White Only Hispanic,7
2009,9,Lewis,Black Only Hispanic,0
2009,9,Lewis,Total Non-Hispanic,333
2009,9,Lewis,Total Hispanic,18
2009,9,Livingston,Total,574
2009,9,Livingston,White Only Non-Hisp,538
2009,9,Livingston,Black Only Non-Hisp,2
2009,9,Livingston,Other Non-Hisp,11
2009,9,Livingston,White Only Hispanic,17
2009,9,Livingston,Black Only Hispanic,1
2009,9,Livingston,Total Non-Hispanic,551
2009,9,Livingston,Total Hispanic,23
2009,9,Madison,Total,680
2009,9,Madison,White Only Non-Hisp,637
2009,9,Madison,Black Only Non-Hisp,2
2009,9,Madison,Other Non-Hisp,29
2009,9,Madison,White Only Hispanic,9
2009,9,Madison,Black Only Hispanic,1
2009,9,Madison,Total Non-Hispanic,668
2009,9,Madison,Total Hispanic,12
2009,9,Monroe,Total,8580
2009,9,Monroe,White Only Non-Hisp,5238
2009,9,Monroe,Black Only Non-Hisp,1959
2009,9,Monroe,Other Non-Hisp,554
2009,9,Monroe,White Only Hispanic,501
2009,9,Monroe,Black Only Hispanic,43
2009,9,Monroe,Total Non-Hispanic,7753
2009,9,Monroe,Total Hispanic,827
2009,9,Montgomery,Total,611
2009,9,Montgomery,White Only Non-Hisp,440
2009,9,Montgomery,Black Only Non-Hisp,9
2009,9,Montgomery,Other Non-Hisp,16
2009,9,Montgomery,White Only Hispanic,123
2009,9,Montgomery,Black Only Hispanic,3
2009,9,Montgomery,Total Non-Hispanic,465
2009,9,Montgomery,Total Hispanic,146
2009,9,Nassau,Total,14683
2009,9,Nassau,White Only Non-Hisp,7816
2009,9,Nassau,Black Only Non-Hisp,1766
2009,9,Nassau,Other Non-Hisp,1396
2009,9,Nassau,White Only Hispanic,2429
2009,9,Nassau,Black Only Hispanic,100
2009,9,Nassau,Total Non-Hispanic,10983
2009,9,Nassau,Total Hispanic,3700
2009,9,Niagara,Total,2305
2009,9,Niagara,White Only Non-Hisp,1845
2009,9,Niagara,Black Only Non-Hisp,235
2009,9,Niagara,Other Non-Hisp,144
2009,9,Niagara,White Only Hispanic,44
2009,9,Niagara,Black Only Hispanic,6
2009,9,Niagara,Total Non-Hispanic,2225
2009,9,Niagara,Total Hispanic,80
2009,9,Oneida,Total,2633
2009,9,Oneida,White Only Non-Hisp,2055
2009,9,Oneida,Black Only Non-Hisp,225
2009,9,Oneida,Other Non-Hisp,167
2009,9,Oneida,White Only Hispanic,140
2009,9,Oneida,Black Only Hispanic,12
2009,9,Oneida,Total Non-Hispanic,2447
2009,9,Oneida,Total Hispanic,186
2009,9,Onondaga,Total,5479
2009,9,Onondaga,White Only Non-Hisp,3783
2009,9,Onondaga,Black Only Non-Hisp,856
2009,9,Onondaga,Other Non-Hisp,510
2009,9,Onondaga,White Only Hispanic,110
2009,9,Onondaga,Black Only Hispanic,43
2009,9,Onondaga,Total Non-Hispanic,5149
2009,9,Onondaga,Total Hispanic,330
2009,9,Ontario,Total,1051
2009,9,Ontario,White Only Non-Hisp,929
2009,9,Ontario,Black Only Non-Hisp,22
2009,9,Ontario,Other Non-Hisp,35
2009,9,Ontario,White Only Hispanic,34
2009,9,Ontario,Black Only Hispanic,3
2009,9,Ontario,Total Non-Hispanic,987
2009,9,Ontario,Total Hispanic,64
2009,9,Orange,Total,5062
2009,9,Orange,White Only Non-Hisp,3151
2009,9,Orange,Black Only Non-Hisp,429
2009,9,Orange,Other Non-Hisp,244
2009,9,Orange,White Only Hispanic,610
2009,9,Orange,Black Only Hispanic,60
2009,9,Orange,Total Non-Hispanic,3828
2009,9,Orange,Total Hispanic,1234
2009,9,Orleans,Total,441
2009,9,Orleans,White Only Non-Hisp,378
2009,9,Orleans,Black Only Non-Hisp,17
2009,9,Orleans,Other Non-Hisp,12
2009,9,Orleans,White Only Hispanic,28
2009,9,Orleans,Black Only Hispanic,0
2009,9,Orleans,Total Non-Hispanic,407
2009,9,Orleans,Total Hispanic,34
2009,9,Oswego,Total,1409
2009,9,Oswego,White Only Non-Hisp,1342
2009,9,Oswego,Black Only Non-Hisp,3
2009,9,Oswego,Other Non-Hisp,23
2009,9,Oswego,White Only Hispanic,21
2009,9,Oswego,Black Only Hispanic,2
2009,9,Oswego,Total Non-Hispanic,1368
2009,9,Oswego,Total Hispanic,41
2009,9,Otsego,Total,484
2009,9,Otsego,White Only Non-Hisp,443
2009,9,Otsego,Black Only Non-Hisp,8
2009,9,Otsego,Other Non-Hisp,19
2009,9,Otsego,White Only Hispanic,12
2009,9,Otsego,Black Only Hispanic,0
2009,9,Otsego,Total Non-Hispanic,470
2009,9,Otsego,Total Hispanic,14
2009,9,Putnam,Total,894
2009,9,Putnam,White Only Non-Hisp,675
2009,9,Putnam,Black Only Non-Hisp,23
2009,9,Putnam,Other Non-Hisp,31
2009,9,Putnam,White Only Hispanic,78
2009,9,Putnam,Black Only Hispanic,1
2009,9,Putnam,Total Non-Hispanic,729
2009,9,Putnam,Total Hispanic,165
2009,9,Rensselaer,Total,1772
2009,9,Rensselaer,White Only Non-Hisp,1380
2009,9,Rensselaer,Black Only Non-Hisp,156
2009,9,Rensselaer,Other Non-Hisp,120
2009,9,Rensselaer,White Only Hispanic,64
2009,9,Rensselaer,Black Only Hispanic,15
2009,9,Rensselaer,Total Non-Hispanic,1656
2009,9,Rensselaer,Total Hispanic,116
2009,9,Rockland,Total,4560
2009,9,Rockland,White Only Non-Hisp,2832
2009,9,Rockland,Black Only Non-Hisp,378
2009,9,Rockland,Other Non-Hisp,275
2009,9,Rockland,White Only Hispanic,164
2009,9,Rockland,Black Only Hispanic,17
2009,9,Rockland,Total Non-Hispanic,3497
2009,9,Rockland,Total Hispanic,1063
2009,9,St Lawrence,Total,1191
2009,9,St Lawrence,White Only Non-Hisp,1068
2009,9,St Lawrence,Black Only Non-Hisp,9
2009,9,St Lawrence,Other Non-Hisp,54
2009,9,St Lawrence,White Only Hispanic,21
2009,9,St Lawrence,Black Only Hispanic,0
2009,9,St Lawrence,Total Non-Hispanic,1133
2009,9,St Lawrence,Total Hispanic,58
2009,9,Saratoga,Total,2222
2009,9,Saratoga,White Only Non-Hisp,1981
2009,9,Saratoga,Black Only Non-Hisp,30
2009,9,Saratoga,Other Non-Hisp,132
2011,9,Madison,Total,696
2009,9,Saratoga,White Only Hispanic,47
2009,9,Saratoga,Black Only Hispanic,3
2009,9,Saratoga,Total Non-Hispanic,2143
2009,9,Saratoga,Total Hispanic,79
2009,9,Schenectady,Total,1799
2009,9,Schenectady,White Only Non-Hisp,1152
2009,9,Schenectady,Black Only Non-Hisp,240
2009,9,Schenectady,Other Non-Hisp,235
2009,9,Schenectady,White Only Hispanic,42
2009,9,Schenectady,Black Only Hispanic,23
2009,9,Schenectady,Total Non-Hispanic,1627
2009,9,Schenectady,Total Hispanic,172
2009,9,Schoharie,Total,279
2009,9,Schoharie,White Only Non-Hisp,258
2009,9,Schoharie,Black Only Non-Hisp,3
2009,9,Schoharie,Other Non-Hisp,7
2009,9,Schoharie,White Only Hispanic,8
2009,9,Schoharie,Black Only Hispanic,0
2009,9,Schoharie,Total Non-Hispanic,268
2009,9,Schoharie,Total Hispanic,11
2009,9,Schuyler,Total,158
2009,9,Schuyler,White Only Non-Hisp,149
2009,9,Schuyler,Black Only Non-Hisp,1
2009,9,Schuyler,Other Non-Hisp,6
2009,9,Schuyler,White Only Hispanic,2
2009,9,Schuyler,Black Only Hispanic,0
2009,9,Schuyler,Total Non-Hispanic,156
2009,9,Schuyler,Total Hispanic,2
2009,9,Seneca,Total,370
2009,9,Seneca,White Only Non-Hisp,338
2009,9,Seneca,Black Only Non-Hisp,0
2009,9,Seneca,Other Non-Hisp,10
2009,9,Seneca,White Only Hispanic,16
2009,9,Seneca,Black Only Hispanic,1
2009,9,Seneca,Total Non-Hispanic,350
2009,9,Seneca,Total Hispanic,20
2009,9,Steuben,Total,1118
2009,9,Steuben,White Only Non-Hisp,996
2009,9,Steuben,Black Only Non-Hisp,6
2009,9,Steuben,Other Non-Hisp,39
2009,9,Steuben,White Only Hispanic,69
2009,9,Steuben,Black Only Hispanic,0
2009,9,Steuben,Total Non-Hispanic,1041
2009,9,Steuben,Total Hispanic,77
2009,9,Suffolk,Total,17183
2009,9,Suffolk,White Only Non-Hisp,9685
2009,9,Suffolk,Black Only Non-Hisp,1405
2009,9,Suffolk,Other Non-Hisp,968
2009,9,Suffolk,White Only Hispanic,4008
2009,9,Suffolk,Black Only Hispanic,75
2009,9,Suffolk,Total Non-Hispanic,12059
2009,9,Suffolk,Total Hispanic,5124
2009,9,Sullivan,Total,861
2009,9,Sullivan,White Only Non-Hisp,578
2009,9,Sullivan,Black Only Non-Hisp,58
2009,9,Sullivan,Other Non-Hisp,38
2009,9,Sullivan,White Only Hispanic,31
2009,9,Sullivan,Black Only Hispanic,4
2009,9,Sullivan,Total Non-Hispanic,674
2009,9,Sullivan,Total Hispanic,187
2009,9,Tioga,Total,429
2009,9,Tioga,White Only Non-Hisp,402
2009,9,Tioga,Black Only Non-Hisp,1
2009,9,Tioga,Other Non-Hisp,11
2009,9,Tioga,White Only Hispanic,11
2009,9,Tioga,Black Only Hispanic,1
2009,9,Tioga,Total Non-Hispanic,414
2009,9,Tioga,Total Hispanic,15
2009,9,Tompkins,Total,918
2009,9,Tompkins,White Only Non-Hisp,714
2009,9,Tompkins,Black Only Non-Hisp,26
2009,9,Tompkins,Other Non-Hisp,124
2009,9,Tompkins,White Only Hispanic,40
2009,9,Tompkins,Black Only Hispanic,1
2009,9,Tompkins,Total Non-Hispanic,864
2009,9,Tompkins,Total Hispanic,54
2009,9,Ulster,Total,1706
2009,9,Ulster,White Only Non-Hisp,1299
2009,9,Ulster,Black Only Non-Hisp,84
2009,9,Ulster,Other Non-Hisp,85
2009,9,Ulster,White Only Hispanic,160
2009,9,Ulster,Black Only Hispanic,43
2009,9,Ulster,Total Non-Hispanic,1468
2009,9,Ulster,Total Hispanic,238
2009,9,Warren,Total,640
2009,9,Warren,White Only Non-Hisp,602
2009,9,Warren,Black Only Non-Hisp,0
2009,9,Warren,Other Non-Hisp,23
2009,9,Warren,White Only Hispanic,9
2009,9,Warren,Black Only Hispanic,0
2009,9,Warren,Total Non-Hispanic,625
2009,9,Warren,Total Hispanic,15
2009,9,Washington,Total,625
2009,9,Washington,White Only Non-Hisp,607
2009,9,Washington,Black Only Non-Hisp,4
2009,9,Washington,Other Non-Hisp,6
2009,9,Washington,White Only Hispanic,6
2009,9,Washington,Black Only Hispanic,1
2009,9,Washington,Total Non-Hispanic,617
2009,9,Washington,Total Hispanic,8
2009,9,Wayne,Total,1065
2009,9,Wayne,White Only Non-Hisp,947
2009,9,Wayne,Black Only Non-Hisp,31
2009,9,Wayne,Other Non-Hisp,24
2009,9,Wayne,White Only Hispanic,17
2009,9,Wayne,Black Only Hispanic,7
2009,9,Wayne,Total Non-Hispanic,1002
2009,9,Wayne,Total Hispanic,63
2009,9,Westchester,Total,11143
2009,9,Westchester,White Only Non-Hisp,4666
2009,9,Westchester,Black Only Non-Hisp,1517
2009,9,Westchester,Other Non-Hisp,1077
2009,9,Westchester,White Only Hispanic,1592
2009,9,Westchester,Black Only Hispanic,99
2009,9,Westchester,Total Non-Hispanic,7271
2009,9,Westchester,Total Hispanic,3872
2009,9,Wyoming,Total,418
2009,9,Wyoming,White Only Non-Hisp,389
2009,9,Wyoming,Black Only Non-Hisp,3
2009,9,Wyoming,Other Non-Hisp,11
2009,9,Wyoming,White Only Hispanic,13
2009,9,Wyoming,Black Only Hispanic,0
2009,9,Wyoming,Total Non-Hispanic,403
2009,9,Wyoming,Total Hispanic,15
2009,9,Yates,Total,355
2009,9,Yates,White Only Non-Hisp,341
2009,9,Yates,Black Only Non-Hisp,0
2009,9,Yates,Other Non-Hisp,3
2009,9,Yates,White Only Hispanic,8
2009,9,Yates,Black Only Hispanic,0
2009,9,Yates,Total Non-Hispanic,345
2009,9,Yates,Total Hispanic,10
2010,9,New York State,Total,242914
2010,9,New York State,White Only Non-Hisp,117214
2010,9,New York State,Black Only Non-Hisp,38210
2010,9,New York State,Other Non-Hisp,28454
2010,9,New York State,White Only Hispanic,42789
2010,9,New York State,Black Only Hispanic,4732
2010,9,New York State,Total Non-Hispanic,184155
2010,9,New York State,Total Hispanic,58759
2010,9,New York City,Total,120003
2010,9,New York City,White Only Non-Hisp,34923
2010,9,New York City,Black Only Non-Hisp,26326
2010,9,New York City,Other Non-Hisp,19749
2010,9,New York City,White Only Hispanic,30978
2010,9,New York City,Black Only Hispanic,4008
2010,9,New York City,Total Non-Hispanic,81239
2010,9,New York City,Total Hispanic,38764
2010,9,Bronx,Total,22386
2010,9,Bronx,White Only Non-Hisp,1530
2010,9,Bronx,Black Only Non-Hisp,6713
2010,9,Bronx,Other Non-Hisp,1087
2010,9,Bronx,White Only Hispanic,10324
2010,9,Bronx,Black Only Hispanic,2032
2010,9,Bronx,Total Non-Hispanic,9415
2010,9,Bronx,Total Hispanic,12971
2010,9,Kings,Total,41798
2010,9,Kings,White Only Non-Hisp,15507
2010,9,Kings,Black Only Non-Hisp,11151
2010,9,Kings,Other Non-Hisp,6430
2010,9,Kings,White Only Hispanic,6046
2010,9,Kings,Black Only Hispanic,907
2010,9,Kings,Total Non-Hispanic,33160
2010,9,Kings,Total Hispanic,8638
2010,9,New York,Total,19731
2010,9,New York,White Only Non-Hisp,8382
2010,9,New York,Black Only Non-Hisp,2448
2010,9,New York,Other Non-Hisp,3392
2010,9,New York,White Only Hispanic,4486
2010,9,New York,Black Only Hispanic,575
2010,9,New York,Total Non-Hispanic,14271
2010,9,New York,Total Hispanic,5460
2010,9,Queens,Total,30484
2010,9,Queens,White Only Non-Hisp,6562
2010,9,Queens,Black Only Non-Hisp,5249
2010,9,Queens,Other Non-Hisp,8344
2010,9,Queens,White Only Hispanic,8955
2010,9,Queens,Black Only Hispanic,403
2010,9,Queens,Total Non-Hispanic,20177
2010,9,Queens,Total Hispanic,10307
2010,9,Richmond,Total,5604
2010,9,Richmond,White Only Non-Hisp,2942
2010,9,Richmond,Black Only Non-Hisp,765
2010,9,Richmond,Other Non-Hisp,496
2010,9,Richmond,White Only Hispanic,1167
2010,9,Richmond,Black Only Hispanic,91
2010,9,Richmond,Total Non-Hispanic,4216
2010,9,Richmond,Total Hispanic,1388
2010,9,Rest of State,Total,122911
2010,9,Rest of State,White Only Non-Hisp,82291
2010,9,Rest of State,Black Only Non-Hisp,11884
2010,9,Rest of State,Other Non-Hisp,8705
2010,9,Rest of State,White Only Hispanic,11811
2010,9,Rest of State,Black Only Hispanic,724
2010,9,Rest of State,Total Non-Hispanic,102916
2010,9,Rest of State,Total Hispanic,19995
2010,9,Albany,Total,3074
2010,9,Albany,White Only Non-Hisp,1895
2010,9,Albany,Black Only Non-Hisp,549
2010,9,Albany,Other Non-Hisp,399
2010,9,Albany,White Only Hispanic,118
2010,9,Albany,Black Only Hispanic,30
2010,9,Albany,Total Non-Hispanic,2843
2010,9,Albany,Total Hispanic,231
2010,9,Allegany,Total,494
2010,9,Allegany,White Only Non-Hisp,461
2010,9,Allegany,Black Only Non-Hisp,1
2010,9,Allegany,Other Non-Hisp,4
2010,9,Allegany,White Only Hispanic,26
2010,9,Allegany,Black Only Hispanic,0
2010,9,Allegany,Total Non-Hispanic,466
2010,9,Allegany,Total Hispanic,28
2010,9,Broome,Total,2048
2010,9,Broome,White Only Non-Hisp,1723
2010,9,Broome,Black Only Non-Hisp,111
2010,9,Broome,Other Non-Hisp,118
2010,9,Broome,White Only Hispanic,33
2010,9,Broome,Black Only Hispanic,11
2010,9,Broome,Total Non-Hispanic,1952
2010,9,Broome,Total Hispanic,96
2010,9,Cattaraugus,Total,983
2010,9,Cattaraugus,White Only Non-Hisp,785
2010,9,Cattaraugus,Black Only Non-Hisp,8
2010,9,Cattaraugus,Other Non-Hisp,65
2010,9,Cattaraugus,White Only Hispanic,16
2010,9,Cattaraugus,Black Only Hispanic,1
2010,9,Cattaraugus,Total Non-Hispanic,858
2010,9,Cattaraugus,Total Hispanic,125
2010,9,Cayuga,Total,820
2010,9,Cayuga,White Only Non-Hisp,756
2010,9,Cayuga,Black Only Non-Hisp,15
2010,9,Cayuga,Other Non-Hisp,25
2010,9,Cayuga,White Only Hispanic,11
2010,9,Cayuga,Black Only Hispanic,0
2010,9,Cayuga,Total Non-Hispanic,796
2010,9,Cayuga,Total Hispanic,24
2010,9,Chautauqua,Total,1372
2010,9,Chautauqua,White Only Non-Hisp,1187
2010,9,Chautauqua,Black Only Non-Hisp,19
2010,9,Chautauqua,Other Non-Hisp,26
2010,9,Chautauqua,White Only Hispanic,83
2010,9,Chautauqua,Black Only Hispanic,7
2010,9,Chautauqua,Total Non-Hispanic,1233
2010,9,Chautauqua,Total Hispanic,139
2010,9,Chemung,Total,1001
2010,9,Chemung,White Only Non-Hisp,870
2010,9,Chemung,Black Only Non-Hisp,48
2010,9,Chemung,Other Non-Hisp,50
2010,9,Chemung,White Only Hispanic,19
2010,9,Chemung,Black Only Hispanic,5
2010,9,Chemung,Total Non-Hispanic,968
2010,9,Chemung,Total Hispanic,33
2010,9,Chenango,Total,468
2010,9,Chenango,White Only Non-Hisp,442
2010,9,Chenango,Black Only Non-Hisp,4
2010,9,Chenango,Other Non-Hisp,13
2010,9,Chenango,White Only Hispanic,7
2010,9,Chenango,Black Only Hispanic,0
2010,9,Chenango,Total Non-Hispanic,459
2010,9,Chenango,Total Hispanic,9
2010,9,Clinton,Total,839
2010,9,Clinton,White Only Non-Hisp,808
2010,9,Clinton,Black Only Non-Hisp,2
2010,9,Clinton,Other Non-Hisp,19
2010,9,Clinton,White Only Hispanic,6
2010,9,Clinton,Black Only Hispanic,0
2010,9,Clinton,Total Non-Hispanic,829
2010,9,Clinton,Total Hispanic,10
2010,9,Columbia,Total,595
2010,9,Columbia,White Only Non-Hisp,474
2010,9,Columbia,Black Only Non-Hisp,47
2010,9,Columbia,Other Non-Hisp,23
2010,9,Columbia,White Only Hispanic,14
2010,9,Columbia,Black Only Hispanic,4
2010,9,Columbia,Total Non-Hispanic,544
2010,9,Columbia,Total Hispanic,51
2010,9,Cortland,Total,455
2010,9,Cortland,White Only Non-Hisp,422
2010,9,Cortland,Black Only Non-Hisp,4
2010,9,Cortland,Other Non-Hisp,15
2010,9,Cortland,White Only Hispanic,12
2010,9,Cortland,Black Only Hispanic,0
2010,9,Cortland,Total Non-Hispanic,441
2010,9,Cortland,Total Hispanic,14
2010,9,Delaware,Total,459
2010,9,Delaware,White Only Non-Hisp,431
2010,9,Delaware,Black Only Non-Hisp,5
2010,9,Delaware,Other Non-Hisp,12
2010,9,Delaware,White Only Hispanic,4
2010,9,Delaware,Black Only Hispanic,2
2010,9,Delaware,Total Non-Hispanic,448
2010,9,Delaware,Total Hispanic,11
2010,9,Dutchess,Total,2867
2010,9,Dutchess,White Only Non-Hisp,1815
2010,9,Dutchess,Black Only Non-Hisp,334
2010,9,Dutchess,Other Non-Hisp,211
2010,9,Dutchess,White Only Hispanic,440
2010,9,Dutchess,Black Only Hispanic,17
2010,9,Dutchess,Total Non-Hispanic,2360
2010,9,Dutchess,Total Hispanic,507
2010,9,Erie,Total,9757
2010,9,Erie,White Only Non-Hisp,6505
2010,9,Erie,Black Only Non-Hisp,1833
2010,9,Erie,Other Non-Hisp,727
2010,9,Erie,White Only Hispanic,513
2010,9,Erie,Black Only Hispanic,53
2010,9,Erie,Total Non-Hispanic,9066
2010,9,Erie,Total Hispanic,691
2010,9,Essex/Hamilton,Total,371
2010,9,Essex/Hamilton,White Only Non-Hisp,362
2010,9,Essex/Hamilton,Black Only Non-Hisp,0
2017,9,Allegany,Total,486
2010,9,Essex/Hamilton,Other Non-Hisp,5
2010,9,Essex/Hamilton,White Only Hispanic,2
2010,9,Essex/Hamilton,Black Only Hispanic,0
2010,9,Essex/Hamilton,Total Non-Hispanic,367
2010,9,Essex/Hamilton,Total Hispanic,4
2010,9,Franklin,Total,485
